year,trip_id,boat_type,engine_hp,trip_days,month,port_name,departure_lat,departure_lon,fishing_lat,fishing_lon,distance_km,wind_kph,wave_m,safety,diesel_liters,petrol_liters,kerosene_liters,fuel_cost_LKR,crew_cost_LKR,ice_cost_LKR,gear_loss_cost_LKR,total_cost_LKR,gross_revenue_LKR,tax_amount_LKR,net_revenue_LKR,gross_profit_LKR,net_profit_margin,trip_date,fuel_date_used,diesel_price_LKR,petrol_price_LKR,kerosene_price_LKR,catch_Yellowfin_Tuna_kg,revenue_Yellowfin_Tuna_LKR,catch_Skipjack_kg,revenue_Skipjack_LKR,catch_Marlin_kg,revenue_Marlin_LKR,catch_Seer_kg,revenue_Seer_LKR,catch_Other_kg,revenue_Other_LKR,fuel_cost_share,crew_cost_share,profitability
2022,10,NTRB,0,1,4,Trincomalee,8.55,81.233,8.5207,81.1977,7.6,24.4,0.88,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,31696.0,3170.0,28526.0,23466.0,0.823,2022-04-28,2022-04,289.0,338.0,87.0,3.36,5712.0,5.6,6720.0,1.12,1568.0,5.6,12320.0,6.72,5376.0,0.0,0.7905138339920948,high_profit
2022,11,MTRB,19,2,10,Beruwala,6.0535,80.2209,6.1617,80.2774,22.0,18.5,0.71,safe,0.0,0.0,29.2,9928.0,16000,1500.0,0.0,30990.0,151013.0,15101.0,135912.0,104922.0,0.772,2022-10-18,2022-10,415.0,370.0,340.0,16.01,27217.0,26.68,32016.0,5.34,7476.0,26.68,58696.0,32.01,25608.0,0.3203614069054534,0.516295579219103,high_profit
2022,12,IDAY,65,2,12,Kalpitiya,8.556,79.8,8.2494,79.7279,73.1,9.6,1.12,safe,171.2,0.0,0.0,71911.0,48000,11250.0,0.0,141298.0,1459086.0,145909.0,1313177.0,1171879.0,0.892,2022-12-11,2022-12,420.0,370.0,365.0,295.76,502792.0,345.05,414060.0,98.59,138026.0,147.88,325336.0,98.59,78872.0,0.508931478152557,0.3397075684015343,high_profit
2022,13,OFRP,26,1,1,Trincomalee,8.55,81.233,8.4158,81.1278,20.1,12.9,0.76,safe,0.0,0.0,21.1,1838.0,8000,3000.0,0.0,15441.0,212432.0,21243.0,191189.0,175748.0,0.919,2022-01-10,2022-01,121.0,177.0,87.0,22.52,38284.0,37.53,45036.0,7.51,10514.0,37.53,82566.0,45.04,36032.0,0.11903374133799624,0.5181011592513438,high_profit
2022,14,OFRP,16,1,8,Kankesanthurai,9.6615,80.0104,9.7435,79.8003,24.8,12.0,2.09,safe,0.0,0.0,20.0,1744.0,12000,3000.0,0.0,19347.0,221306.0,22131.0,199175.0,179828.0,0.903,2022-08-12,2022-08,430.0,450.0,87.0,23.46,39882.0,39.1,46920.0,7.82,10948.0,39.1,86020.0,46.92,37536.0,0.09014317465240089,0.6202512017367033,high_profit
2022,15,OFRP,29,1,3,Kankesanthurai,9.6615,80.0104,9.3164,79.8947,42.5,19.7,0.71,safe,0.0,0.0,23.5,2044.0,8000,3000.0,0.0,15647.0,133352.0,13335.0,120017.0,104370.0,0.87,2022-03-13,2022-03,176.0,254.0,87.0,14.14,24038.0,23.56,28272.0,4.71,6594.0,23.56,51832.0,28.27,22616.0,0.1306320700453761,0.511280117594427,high_profit
2022,16,OFRP,16,2,10,Beruwala,6.0535,80.2209,5.9,80.1209,49.1,21.6,0.71,safe,0.0,0.0,42.5,14455.0,24000,3000.0,0.0,46661.0,320863.0,32086.0,288777.0,242116.0,0.838,2022-10-16,2022-10,430.0,410.0,340.0,34.01,57817.0,56.69,68028.0,11.34,15876.0,56.69,124718.0,68.03,54424.0,0.3097876170677868,0.5143481708493174,high_profit
2022,17,NTRB,0,1,4,Hambantota,5.9549,80.5549,5.9937,80.5729,4.8,4.1,1.23,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,23388.0,2339.0,21049.0,15989.0,0.76,2022-04-27,2022-04,289.0,338.0,87.0,2.48,4216.0,4.13,4956.0,0.83,1162.0,4.13,9086.0,4.96,3968.0,0.0,0.7905138339920948,high_profit
2022,18,OFRP,38,1,7,Kalpitiya,8.556,79.8,8.4926,80.1888,46.7,14.9,1.84,safe,0.0,0.0,24.4,2120.0,8000,3000.0,0.0,15722.0,214797.0,21480.0,193317.0,177595.0,0.919,2022-07-01,2022-07,460.0,470.0,87.0,22.77,38709.0,37.95,45540.0,7.59,10626.0,37.95,83490.0,45.54,36432.0,0.1348428953059407,0.5088411143620405,high_profit
2022,19,OFRP,15,1,5,Kalpitiya,8.556,79.8,8.6653,80.0341,34.2,22.8,0.88,safe,0.0,0.0,25.8,2242.0,12000,3000.0,0.0,19845.0,259735.0,25974.0,233762.0,213916.0,0.915,2022-05-09,2022-05,289.0,338.0,87.0,27.53,46801.0,45.89,55068.0,9.18,12852.0,45.89,100958.0,55.07,44056.0,0.11297556059460821,0.6046863189720333,high_profit
2022,20,IMUL,297,21,6,Trincomalee,8.55,81.233,9.8,81.9,365.1,23.2,1.5,safe,10017.3,0.0,0.0,4006939.0,924000,60000.0,0.0,5252720.0,31623971.0,3162397.0,28461574.0,23208854.0,0.815,2022-06-13,2022-06,400.0,420.0,87.0,11405.37,19389129.0,5184.26,6221112.0,2073.7,2903180.0,1036.85,2281070.0,1036.85,829480.0,0.7628312569487808,0.17590886245602277,high_profit
2022,21,IMUL,121,14,12,Colombo,6.9271,79.8612,5.9,79.5,271.6,5.0,1.6,safe,1916.1,0.0,0.0,804756.0,448000,60000.0,0.0,1487276.0,26990454.0,2699045.0,24291409.0,22804133.0,0.939,2022-12-07,2022-12,420.0,370.0,365.0,9734.26,16548242.0,4424.67,5309604.0,1769.87,2477818.0,884.93,1946846.0,884.93,707944.0,0.5410939193532337,0.3012218310522055,high_profit
2022,22,NTRB,0,1,10,Trincomalee,8.55,81.233,8.5638,81.2116,4.4,17.7,1.18,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,17655.0,1766.0,15890.0,10830.0,0.682,2022-10-07,2022-10,430.0,410.0,340.0,1.87,3179.0,3.12,3744.0,0.62,868.0,3.12,6864.0,3.75,3000.0,0.0,0.7905138339920948,high_profit
2022,23,IMUL,140,14,11,Kankesanthurai,9.6615,80.0104,9.8,80.8992,206.3,14.1,0.86,safe,2443.1,0.0,0.0,1050543.0,728000,60000.0,0.0,2013063.0,17051589.0,1705159.0,15346430.0,13333367.0,0.869,2022-11-15,2022-11,430.0,370.0,365.0,6149.75,10454575.0,2795.34,3354408.0,1118.14,1565396.0,559.07,1229954.0,559.07,447256.0,0.5218629521281748,0.3616379616534604,high_profit
2022,24,NTRB,0,1,12,Hambantota,5.9549,80.5549,5.961,80.5725,4.5,9.1,0.68,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,25187.0,2519.0,22668.0,17608.0,0.777,2022-12-25,2022-12,420.0,370.0,365.0,2.67,4539.0,4.45,5340.0,0.89,1246.0,4.45,9790.0,5.34,4272.0,0.0,0.7905138339920948,high_profit
2022,25,OFRP,39,1,9,Beruwala,6.0535,80.2209,5.9046,80.1806,38.3,4.1,1.09,safe,0.0,0.0,25.1,8524.0,8000,3000.0,0.0,22127.0,150273.0,15027.0,135246.0,113119.0,0.836,2022-09-06,2022-09,430.0,450.0,340.0,15.93,27081.0,26.55,31860.0,5.31,7434.0,26.55,58410.0,31.86,25488.0,0.38523071360780947,0.36154923848691645,high_profit
2022,26,NTRB,0,1,10,Kankesanthurai,9.6615,80.0104,9.6773,79.9922,2.7,13.4,0.68,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,17437.0,1744.0,15693.0,10633.0,0.678,2022-10-12,2022-10,430.0,410.0,340.0,1.85,3145.0,3.08,3696.0,0.62,868.0,3.08,6776.0,3.69,2952.0,0.0,0.7905138339920948,high_profit
2022,27,NTRB,0,1,7,Trincomalee,8.55,81.233,8.5378,81.2461,6.2,14.0,1.35,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,28017.0,2802.0,25215.0,20155.0,0.799,2022-07-03,2022-07,460.0,470.0,87.0,2.97,5049.0,4.95,5940.0,0.99,1386.0,4.95,10890.0,5.94,4752.0,0.0,0.7905138339920948,high_profit
2022,28,OFRP,40,2,4,Beruwala,6.0535,80.2209,6.2247,80.3476,29.6,21.5,1.69,safe,0.0,0.0,39.7,3451.0,24000,3000.0,0.0,35657.0,147785.0,14778.0,133006.0,97350.0,0.732,2022-04-12,2022-04,176.0,254.0,87.0,15.67,26639.0,26.11,31332.0,5.22,7308.0,26.11,57442.0,31.33,25064.0,0.09678324031746922,0.6730796197100148,high_profit
2022,29,OFRP,28,1,3,Galle,6.1241,81.1185,6.1214,80.9449,33.9,9.0,1.62,safe,0.0,0.0,21.4,1862.0,12000,3000.0,0.0,19465.0,211900.0,21190.0,190710.0,171245.0,0.898,2022-03-21,2022-03,176.0,254.0,87.0,22.46,38182.0,37.44,44928.0,7.49,10486.0,37.44,82368.0,44.92,35936.0,0.09565887490367327,0.6164911379398921,high_profit
2022,30,OFRP,16,1,7,Trincomalee,8.55,81.233,8.5247,81.0713,35.4,18.7,1.52,safe,0.0,0.0,23.3,2024.0,8000,3000.0,0.0,15627.0,157348.0,15735.0,141613.0,125986.0,0.89,2022-07-23,2022-07,440.0,450.0,87.0,16.68,28356.0,27.8,33360.0,5.56,7784.0,27.8,61160.0,33.36,26688.0,0.1295194215140462,0.5119344723875344,high_profit
2022,31,OFRP,32,2,3,Trincomalee,8.55,81.233,8.4268,80.9433,40.9,8.4,0.61,safe,0.0,0.0,42.8,3724.0,16000,3000.0,0.0,27929.0,193639.0,19364.0,174275.0,146346.0,0.84,2022-03-07,2022-03,121.0,177.0,87.0,20.53,34901.0,34.21,41052.0,6.84,9576.0,34.21,75262.0,41.06,32848.0,0.13333810734362134,0.5728812345590605,high_profit
2022,32,OFRP,15,2,5,Kalpitiya,8.556,79.8,8.3113,79.7843,30.0,11.4,2.22,safe,0.0,0.0,38.7,3364.0,24000,3000.0,0.0,35570.0,169192.0,16919.0,152273.0,116703.0,0.766,2022-05-27,2022-05,400.0,420.0,87.0,17.94,30498.0,29.89,35868.0,5.98,8372.0,29.89,65758.0,35.87,28696.0,0.09457407928029238,0.6747258926061288,high_profit
2022,33,OFRP,17,1,5,Beruwala,6.0535,80.2209,6.1628,80.4586,32.1,11.2,2.12,safe,0.0,0.0,20.8,1808.0,8000,3000.0,0.0,15410.0,202054.0,20205.0,181849.0,166438.0,0.915,2022-05-26,2022-05,400.0,420.0,87.0,21.42,36414.0,35.7,42840.0,7.14,9996.0,35.7,78540.0,42.83,34264.0,0.11732641142115509,0.5191434133679429,high_profit
2022,34,OFRP,22,1,4,Kalpitiya,8.556,79.8,8.4966,79.8888,37.2,20.6,0.48,safe,0.0,0.0,29.5,2569.0,12000,3000.0,0.0,20172.0,276600.0,27660.0,248940.0,228768.0,0.919,2022-04-23,2022-04,289.0,338.0,87.0,29.32,49844.0,48.87,58644.0,9.77,13678.0,48.87,107514.0,58.65,46920.0,0.12735474915724768,0.594883997620464,high_profit
2022,35,OFRP,28,2,5,Kankesanthurai,9.6615,80.0104,9.3692,80.2278,48.4,18.3,1.66,safe,0.0,0.0,44.4,3859.0,16000,3000.0,13364.0,41429.0,322970.0,32297.0,290673.0,249244.0,0.857,2022-05-04,2022-05,289.0,338.0,87.0,34.24,58208.0,57.06,68472.0,11.41,15974.0,57.06,125532.0,68.48,54784.0,0.09314731226918342,0.3862029013492964,high_profit
2022,36,NTRB,0,1,8,Trincomalee,8.55,81.233,8.5261,81.2241,3.1,18.9,0.55,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,14898.0,1490.0,13408.0,8348.0,0.623,2022-08-03,2022-08,430.0,450.0,87.0,1.58,2686.0,2.63,3156.0,0.53,742.0,2.63,5786.0,3.16,2528.0,0.0,0.7905138339920948,high_profit
2022,37,NTRB,0,1,12,Galle,6.1241,81.1185,6.1081,81.1069,2.3,15.9,0.86,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,26885.0,2688.0,24196.0,19137.0,0.791,2022-12-26,2022-12,420.0,370.0,365.0,2.85,4845.0,4.75,5700.0,0.95,1330.0,4.75,10450.0,5.7,4560.0,0.0,0.7905138339920948,high_profit
2022,39,NTRB,0,1,9,Kalpitiya,8.556,79.8,8.5527,79.7796,5.3,5.9,1.27,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,27734.0,2773.0,24961.0,19901.0,0.797,2022-09-11,2022-09,430.0,450.0,340.0,2.94,4998.0,4.9,5880.0,0.98,1372.0,4.9,10780.0,5.88,4704.0,0.0,0.7905138339920948,high_profit
2022,40,OFRP,20,2,12,Kankesanthurai,9.6615,80.0104,9.7997,79.936,32.9,12.7,1.09,safe,0.0,0.0,41.0,14977.0,24000,3000.0,0.0,47182.0,163958.0,16396.0,147562.0,100380.0,0.68,2022-12-13,2022-12,420.0,370.0,365.0,17.38,29546.0,28.97,34764.0,5.79,8106.0,28.97,63734.0,34.76,27808.0,0.31743037599084395,0.5086685600440846,high_profit
2022,41,NTRB,0,1,10,Colombo,6.9271,79.8612,6.9083,79.868,4.1,7.4,0.64,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,19020.0,1902.0,17118.0,12058.0,0.704,2022-10-14,2022-10,430.0,410.0,340.0,2.02,3434.0,3.36,4032.0,0.67,938.0,3.36,7392.0,4.03,3224.0,0.0,0.7905138339920948,high_profit
2022,42,OFRP,27,2,1,Kankesanthurai,9.6615,80.0104,9.6292,79.911,26.2,8.9,1.42,safe,0.0,0.0,39.1,3404.0,16000,3000.0,0.0,27609.0,151464.0,15146.0,136318.0,108708.0,0.797,2022-01-17,2022-01,121.0,177.0,87.0,16.06,27302.0,26.76,32112.0,5.35,7490.0,26.76,58872.0,32.11,25688.0,0.12329312905212068,0.5795211706327646,high_profit
2022,43,OFRP,39,1,11,Negombo,7.209,79.835,7.1124,79.7166,23.5,6.8,1.18,safe,0.0,0.0,21.5,7842.0,12000,3000.0,0.0,25445.0,159113.0,15911.0,143202.0,117757.0,0.822,2022-11-21,2022-11,430.0,370.0,365.0,16.87,28679.0,28.11,33732.0,5.62,7868.0,28.11,61842.0,33.74,26992.0,0.3081941442326587,0.47160542346236983,high_profit
2022,44,NTRB,0,1,3,Trincomalee,8.55,81.233,8.5462,81.2681,5.8,12.8,1.41,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,19810.0,1981.0,17829.0,12769.0,0.716,2022-03-12,2022-03,176.0,254.0,87.0,2.1,3570.0,3.5,4200.0,0.7,980.0,3.5,7700.0,4.2,3360.0,0.0,0.7905138339920948,high_profit
2022,45,OFRP,27,2,11,Beruwala,6.0535,80.2209,6.12,80.2736,31.0,3.3,0.66,safe,0.0,0.0,32.1,10906.0,24000,3000.0,0.0,43112.0,162383.0,16238.0,146145.0,103033.0,0.705,2022-11-02,2022-11,415.0,370.0,340.0,17.21,29257.0,28.69,34428.0,5.74,8036.0,28.69,63118.0,34.43,27544.0,0.2529690109482279,0.5566895527927259,high_profit
2022,46,OFRP,18,2,10,Kankesanthurai,9.6615,80.0104,9.8,80.0167,44.6,20.5,1.35,safe,0.0,0.0,50.1,17023.0,16000,3000.0,0.0,41229.0,295909.0,29591.0,266318.0,225089.0,0.845,2022-10-16,2022-10,430.0,410.0,340.0,31.37,53329.0,52.28,62736.0,10.46,14644.0,52.28,115016.0,62.73,50184.0,0.4128889859079774,0.38807635402265395,high_profit
2022,47,OFRP,26,2,8,Hambantota,5.9549,80.5549,5.9,80.5969,24.4,23.7,2.43,safe,0.0,0.0,41.6,3618.0,16000,3000.0,0.0,27824.0,189103.0,18910.0,170193.0,142369.0,0.837,2022-08-20,2022-08,430.0,450.0,87.0,20.05,34085.0,33.41,40092.0,6.68,9352.0,33.41,73502.0,40.09,32072.0,0.1300316273720529,0.5750431282346176,high_profit
2022,48,IMUL,123,21,5,Hambantota,5.9549,80.5549,5.9,80.8081,505.1,21.5,1.02,safe,3688.8,0.0,0.0,1475502.0,672000,60000.0,0.0,2469283.0,24733411.0,2473341.0,22260070.0,19790787.0,0.889,2022-05-25,2022-05,400.0,420.0,87.0,8920.25,15164425.0,4054.66,4865592.0,1621.86,2270604.0,810.93,1784046.0,810.93,648744.0,0.5975426874926851,0.2721437761487849,high_profit
2022,49,OFRP,15,2,12,Trincomalee,8.55,81.233,8.5591,81.0736,23.7,10.0,1.04,safe,0.0,0.0,32.1,11703.0,16000,3000.0,0.0,35908.0,258763.0,25876.0,232887.0,196978.0,0.846,2022-12-18,2022-12,420.0,370.0,365.0,27.43,46631.0,45.72,54864.0,9.14,12796.0,45.72,100584.0,54.86,43888.0,0.32591623036649214,0.44558315695666706,high_profit
2022,50,NTRB,0,1,4,Kankesanthurai,9.6615,80.0104,9.664,79.9915,3.7,3.0,0.2,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,22007.0,2201.0,19806.0,14746.0,0.745,2022-04-22,2022-04,289.0,338.0,87.0,2.33,3961.0,3.89,4668.0,0.78,1092.0,3.89,8558.0,4.66,3728.0,0.0,0.7905138339920948,high_profit
2022,51,OFRP,26,2,4,Galle,6.1241,81.1185,6.0204,81.2806,22.8,11.9,1.12,safe,0.0,0.0,43.0,3738.0,16000,3000.0,0.0,27943.0,255084.0,25508.0,229576.0,201633.0,0.878,2022-04-25,2022-04,289.0,338.0,87.0,27.04,45968.0,45.07,54084.0,9.01,12614.0,45.07,99154.0,54.08,43264.0,0.13377232222739147,0.572594209641055,high_profit
2022,52,OFRP,33,1,6,Colombo,6.9271,79.8612,7.0395,80.1205,40.8,29.1,0.83,safe,0.0,0.0,27.3,2379.0,12000,3000.0,0.0,19982.0,263431.0,26343.0,237088.0,217106.0,0.916,2022-06-06,2022-06,400.0,420.0,87.0,27.93,47481.0,46.54,55848.0,9.31,13034.0,46.54,102388.0,55.85,44680.0,0.11905715143629267,0.600540486437794,high_profit
2022,53,OFRP,21,2,3,Hambantota,5.9549,80.5549,6.0591,80.7327,27.4,15.8,0.63,safe,0.0,0.0,45.2,3932.0,24000,3000.0,0.0,36138.0,282958.0,28296.0,254662.0,218524.0,0.858,2022-03-27,2022-03,176.0,254.0,87.0,30.0,51000.0,49.99,59988.0,10.0,14000.0,49.99,109978.0,59.99,47992.0,0.10880513586806131,0.6641208699983397,high_profit
2022,54,NTRB,0,1,7,Beruwala,6.0535,80.2209,6.107,80.2235,7.9,25.8,1.86,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,15349.0,1535.0,13814.0,8754.0,0.634,2022-07-21,2022-07,440.0,450.0,87.0,1.63,2771.0,2.71,3252.0,0.54,756.0,2.71,5962.0,3.26,2608.0,0.0,0.7905138339920948,high_profit
2022,55,NTRB,0,1,5,Colombo,6.9271,79.8612,6.9052,79.8135,6.9,18.7,1.72,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,17930.0,1793.0,16137.0,11077.0,0.686,2022-05-19,2022-05,289.0,338.0,87.0,1.9,3230.0,3.17,3804.0,0.63,882.0,3.17,6974.0,3.8,3040.0,0.0,0.7905138339920948,high_profit
2022,56,MTRB,23,1,11,Kankesanthurai,9.6615,80.0104,9.6591,80.2199,29.1,9.0,0.63,safe,0.0,0.0,17.7,6449.0,8000,1500.0,0.0,17730.0,142873.0,14287.0,128586.0,110856.0,0.862,2022-11-14,2022-11,430.0,370.0,365.0,15.15,25755.0,25.24,30288.0,5.05,7070.0,25.24,55528.0,30.29,24232.0,0.3637337845459673,0.4512126339537507,high_profit
2022,57,OFRP,20,2,7,Negombo,7.209,79.835,6.9262,79.9304,34.6,21.8,1.99,safe,0.0,0.0,48.1,4182.0,16000,3000.0,0.0,28387.0,196119.0,19612.0,176507.0,148120.0,0.839,2022-07-25,2022-07,440.0,450.0,87.0,20.79,35343.0,34.65,41580.0,6.93,9702.0,34.65,76230.0,41.58,33264.0,0.147320956775989,0.5636382851305175,high_profit
2022,58,NTRB,0,1,8,Beruwala,6.0535,80.2209,6.0467,80.2187,2.2,23.3,2.45,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,26210.0,2621.0,23589.0,18529.0,0.785,2022-08-27,2022-08,430.0,450.0,340.0,2.78,4726.0,4.63,5556.0,0.93,1302.0,4.63,10186.0,5.55,4440.0,0.0,0.7905138339920948,high_profit
2022,59,OFRP,37,1,7,Beruwala,6.0535,80.2209,6.1414,80.3754,20.0,18.0,2.15,safe,0.0,0.0,22.3,1936.0,12000,3000.0,8099.0,27638.0,249889.0,24989.0,224900.0,197263.0,0.877,2022-07-08,2022-07,460.0,470.0,87.0,26.49,45033.0,44.15,52980.0,8.83,12362.0,44.15,97130.0,52.98,42384.0,0.0700484839713438,0.4341848180041971,high_profit
2022,60,NTRB,0,1,1,Negombo,7.209,79.835,7.2388,79.8283,4.4,7.5,0.83,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,20667.0,2067.0,18600.0,13540.0,0.728,2022-01-27,2022-01,121.0,177.0,87.0,2.19,3723.0,3.65,4380.0,0.73,1022.0,3.65,8030.0,4.39,3512.0,0.0,0.7905138339920948,high_profit
2022,61,OFRP,25,2,4,Negombo,7.209,79.835,7.2128,79.7319,19.6,12.6,1.02,safe,0.0,0.0,36.3,3160.0,16000,3000.0,0.0,27366.0,206307.0,20631.0,185676.0,158311.0,0.853,2022-04-23,2022-04,289.0,338.0,87.0,21.87,37179.0,36.45,43740.0,7.29,10206.0,36.45,80190.0,43.74,34992.0,0.11547175327048162,0.5846671051669955,high_profit
2022,62,NTRB,0,1,2,Kankesanthurai,9.6615,80.0104,9.6964,79.9996,6.1,12.1,0.87,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,24621.0,2462.0,22159.0,17099.0,0.772,2022-02-17,2022-02,121.0,177.0,87.0,2.61,4437.0,4.35,5220.0,0.87,1218.0,4.35,9570.0,5.22,4176.0,0.0,0.7905138339920948,high_profit
2022,63,OFRP,18,1,11,Galle,6.1241,81.1185,6.143,81.2567,19.6,14.8,0.71,safe,0.0,0.0,17.0,6215.0,8000,3000.0,0.0,19818.0,168494.0,16849.0,151645.0,131827.0,0.869,2022-11-17,2022-11,430.0,370.0,365.0,17.86,30362.0,29.77,35724.0,5.95,8330.0,29.77,65494.0,35.73,28584.0,0.313603794530225,0.40367342819658897,high_profit
2022,64,NTRB,0,1,4,Kalpitiya,8.556,79.8,8.5663,79.8069,3.4,14.4,1.07,safe,0.0,0.0,0.0,0.0,4000,375.0,0.0,5060.0,24963.0,2496.0,22467.0,17407.0,0.775,2022-04-13,2022-04,176.0,254.0,87.0,2.65,4505.0,4.41,5292.0,0.88,1232.0,4.41,9702.0,5.29,4232.0,0.0,0.7905138339920948,high_profit
