date,fish_id,sinhala_name,common_name,price
2024-02-22,9,හුරුල්ලා,Herrings,950.0
2024-02-22,10,කුම්බලා,Indian mackerel,930.0
2024-02-22,13,හාල්මැස්සා,Anchovies,863.33
2024-02-22,14,ඉස්සා (M),Prawns (M),1972.5
2024-03-01,20,බෝල්ලා,Big eye scade,703.57
2024-03-01,21,ගින්නටි පරව්,Ginnati Paraw,1033.33
2024-03-01,22,හබරලි,Needle fish,987.5
2024-03-01,23,හැඩැල්ලා,Indian Anchovies,1320.0
2024-03-01,24,ජීලාවා,Barracuda(L),1058.53
2024-03-01,25,ලින්නා,Indian Scad(L),621.43
2024-03-01,27,ලේන පරව්,Rainbow Runner,739.29
2024-03-01,19,ඇටිස්සා,Red Bream(L),1214.29
2024-03-01,28,සුද්දා,Threadfin  Bream,917.86
2024-03-01,29,සූඩයා,White Sardinella,209.17
2024-03-01,31,කකුළුවා(L),Sea Crabs(L),2066.67
2024-03-01,32,තිලාපියා,Tilapia (M),400.0
2024-03-01,26,ලින්නා,Indian Scad(S),490.0
2024-03-01,18,ඇටවල්ලා,Kawakawa,750.0
2024-03-01,30,දැල්ලා,Squids /Cuttle fish,1560.0
2024-03-01,16,කොප්පරා,Marlins,1878.57
2024-03-01,3,ගල්මාළු (ලොකු),Rock fish (L),1125.0
2024-03-01,4,ගල්මාළු (පොඩි),Rock fish (S),1033.33
2024-03-01,5,තලපත්,Sail fish,1692.86
2024-03-01,6,බලයා,Skipjack tuna,525.0
2024-03-01,7,කෙළවල්ලා,Yellowfin tuna,1191.67
2024-03-01,8,සාලයා (මට්ට),Sardinella,265.83
2024-03-01,2,පරව් (ලොකු),Trevally (L),1067.86
2024-03-01,10,හුරුල්ලා,Herrings,703.57
2024-03-01,9,මෝරා,Sharks,930.0
2024-03-01,15,ඉස්සා (M),"Prawns (M) 3""",1635.71
2024-03-01,14,හාල්මැස්සා,Anchovy,454.17
2024-03-01,17,අලගොඩුවා,Frigate tuna(L),575.0
2024-03-01,12,කාරල්ලා,Pony fish,329.17
2024-03-01,11,කුම්බලා,Indian Mackerel,750.0
2024-03-01,13,කටුවල්ලා,Katuwalla,503.57
2024-03-08,20,බෝල්ලා,Big eye scade,564.29
2024-03-08,21,ගින්නටි පරව්,Ginnati Paraw,860.0
2024-03-08,22,හබරලි,Needle fish,808.33
2024-03-08,23,හැඩැල්ලා,Indian Anchovies,1116.67
2024-03-08,24,ජීලාවා,Barracuda(L),978.57
2024-03-08,25,ලින්නා,Indian Scad(L),575.71
2024-03-08,26,ලින්නා,Indian Scad(S),432.13
2024-03-08,28,සුද්දා,Threadfin  Bream,778.57
2024-03-08,30,දැල්ලා,Squids /Cuttle fish,1657.14
2024-03-08,31,කකුළුවා(L),Sea Crabs(L),2128.57
2024-03-08,32,තිලාපියා,Tilapia (M),400.0
2024-03-08,19,ඇටිස්සා,Red Bream(L),1010.0
2024-03-08,27,ලේන පරව්,Rainbow Runner,521.43
2024-03-08,29,සූඩයා,White Sardinella,221.67
2024-03-08,18,ඇටවල්ලා,Kawakawa,616.67
2024-03-08,16,කොප්පරා,Marlins,1771.43
2024-03-08,17,අලගොඩුවා,Frigate tuna(L),550.0
2024-03-08,2,පරව් (ලොකු),Trevally (L),960.0
2024-03-08,3,ගල්මාළු (ලොකු),Rock fish (L),957.14
2024-03-08,4,ගල්මාළු (පොඩි),Rock fish (S),771.43
2024-03-08,6,බලයා,Skipjack tuna,492.86
2024-03-08,7,කෙළවල්ලා,Yellowfin tuna,1010.71
2024-03-08,8,සාලයා (මට්ට),Sardinella,275.0
2024-03-08,5,තලපත්,Sail fish,1542.86
2024-03-08,10,හුරුල්ලා,Herrings,550.0
2024-03-08,11,කුම්බලා,Indian Mackerel,650.0
2024-03-08,12,කාරල්ලා,Pony fish,278.33
2024-03-08,13,කටුවල්ලා,Katuwalla,500.0
2024-03-08,14,හාල්මැස්සා,Anchovy,510.0
2024-03-08,15,ඉස්සා (M),"Prawns (M) 3""",1514.29
2024-03-08,9,මෝරා,Sharks,814.29
2024-03-15,12,කාරල්ලා,Pony fish,257.14
2024-03-15,17,අලගොඩුවා,Frigate tuna(L),603.57
2024-03-15,16,කොප්පරා,Marlins,1621.43
2024-03-15,15,ඉස්සා (M),"Prawns (M) 3""",1566.67
2024-03-15,14,හාල්මැස්සා,Anchovy,510.0
2024-03-15,13,කටුවල්ලා,Katuwalla,500.0
2024-03-15,11,කුම්බලා,Indian Mackerel,782.14
2024-03-15,3,ගල්මාළු (ලොකු),Rock fish (L),985.71
2024-03-15,9,මෝරා,Sharks,900.0
2024-03-15,8,සාලයා (මට්ට),Sardinella,287.14
2024-03-15,7,කෙළවල්ලා,Yellowfin tuna,864.29
2024-03-15,6,බලයා,Skipjack tuna,514.29
2024-03-15,5,තලපත්,Sail fish,1414.28
2024-03-15,18,ඇටවල්ලා,Kawakawa,675.0
2024-03-15,2,පරව් (ලොකු),Trevally (L),1057.14
2024-03-15,10,හුරුල්ලා,Herrings,596.43
2024-03-15,19,ඇටිස්සා,Red Bream(L),1150.0
2024-03-15,4,ගල්මාළු (පොඩි),Rock fish (S),800.0
2024-03-15,21,ගින්නටි පරව්,Ginnati Paraw,900.0
2024-03-15,31,කකුළුවා(L),Sea Crabs(L),2100.0
2024-03-15,30,දැල්ලා,Squids /Cuttle fish,1591.67
2024-03-15,29,සූඩයා,White Sardinella,198.57
2024-03-15,28,සුද්දා,Threadfin  Bream,966.67
2024-03-15,27,ලේන පරව්,Rainbow Runner,621.43
2024-03-15,20,බෝල්ලා,Big eye scade,671.43
2024-03-15,25,ලින්නා,Indian Scad(L),623.57
2024-03-15,24,ජීලාවා,Barracuda(L),1057.14
2024-03-15,23,හැඩැල්ලා,Indian Anchovies,1264.29
2024-03-15,22,හබරලි,Needle fish,871.0
2024-03-15,26,ලින්නා,Indian Scad(S),442.86
2024-03-22,19,ඇටිස්සා,Red Bream(L),966.67
2024-03-22,20,බෝල්ලා,Big eye scade,660.0
2024-03-22,21,ගින්නටි පරව්,Ginnati Paraw,920.0
2024-03-22,22,හබරලි,Needle fish,816.67
2024-03-22,23,හැඩැල්ලා,Indian Anchovies,1275.0
2024-03-22,27,ලේන පරව්,Rainbow Runner,650.0
2024-03-22,25,ලින්නා,Indian Scad(L),679.17
2024-03-22,18,ඇටවල්ලා,Kawakawa,640.0
2024-03-22,28,සුද්දා,Threadfin  Bream,866.67
2024-03-22,29,සූඩයා,White Sardinella,297.5
2024-03-22,31,කකුළුවා(L),Sea Crabs(L),2033.33
2024-03-22,24,ජීලාවා,Barracuda(L),1060.0
2024-03-22,17,අලගොඩුවා,Frigate tuna(L),483.33
2024-03-22,30,දැල්ලා,Squids /Cuttle fish,1616.67
2024-03-22,15,ඉස්සා (M),"Prawns (M) 3""",1670.0
2024-03-22,16,කොප්පරා,Marlins,1558.33
2024-03-22,2,පරව් (ලොකු),Trevally (L),980.0
2024-03-22,3,ගල්මාළු (ලොකු),Rock fish (L),1070.0
2024-03-22,4,ගල්මාළු (පොඩි),Rock fish (S),766.67
2024-03-22,5,තලපත්,Sail fish,1350.0
2024-03-22,6,බලයා,Skipjack tuna,525.0
2024-03-22,7,කෙළවල්ලා,Yellowfin tuna,930.0
2024-03-22,26,ලින්නා,Indian Scad(S),550.0
2024-03-22,9,මෝරා,Sharks,912.5
2024-03-22,10,හුරුල්ලා,Herrings,687.5
2024-03-22,11,කුම්බලා,Indian Mackerel,733.33
2024-03-22,12,කාරල්ලා,Pony fish,283.33
2024-03-22,13,කටුවල්ලා,Katuwalla,350.0
2024-03-22,8,සාලයා (මට්ට),Sardinella,395.83
2024-03-22,14,හාල්මැස්සා,Anchovy,425.0
2024-04-01,32,තිලාපියා,Tilapia (M),525.0
2024-04-01,21,ගින්නටි පරව්,Ginnati Paraw,971.43
2024-04-01,22,හබරලි,Needle fish,821.43
2024-04-01,23,හැඩැල්ලා,Indian Anchovies,1228.57
2024-04-01,24,ජීලාවා,Barracuda(L),1221.43
2024-04-01,27,ලේන පරව්,Rainbow Runner,671.43
2024-04-01,26,ලින්නා,Indian Scad(S),528.57
2024-04-01,20,බෝල්ලා,Big eye scade,678.57
2024-04-01,28,සුද්දා,Threadfin  Bream,914.29
2024-04-01,29,සූඩයා,White Sardinella,257.5
2024-04-01,30,දැල්ලා,Squids /Cuttle fish,1585.71
2024-04-01,31,කකුළුවා(L),Sea Crabs(L),2107.14
2024-04-01,25,ලින්නා,Indian Scad(L),621.43
2024-04-01,19,ඇටිස්සා,Red Bream(L),1242.86
2024-04-01,15,ඉස්සා (M),"Prawns (M) 3""",1707.14
2024-04-01,17,අලගොඩුවා,Frigate tuna(L),600.0
2024-04-01,16,කොප්පරා,Marlins,1771.43
2024-04-01,14,හාල්මැස්සා,Anchovy,500.0
2024-04-01,13,කටුවල්ලා,Katuwalla,450.0
2024-04-01,12,කාරල්ලා,Pony fish,315.0
2024-04-01,11,කුම්බලා,Indian Mackerel,757.14
2024-04-01,9,මෝරා,Sharks,1300.0
2024-04-01,8,සාලයා (මට්ට),Sardinella,390.0
2024-04-01,7,කෙළවල්ලා,Yellowfin tuna,1025.0
2024-04-01,6,බලයා,Skipjack tuna,635.71
2024-04-01,5,තලපත්,Sail fish,1535.0
2024-04-01,4,ගල්මාළු (පොඩි),Rock fish (S),800.0
2024-04-01,3,ගල්මාළු (ලොකු),Rock fish (L),1107.14
2024-04-01,18,ඇටවල්ලා,Kawakawa,721.43
2024-04-01,10,හුරුල්ලා,Herrings,546.43
2024-04-01,2,පරව් (ලොකු),Trevally (L),1042.86
2024-04-08,31,කකුළුවා(L),Sea Crabs(L),2064.29
2024-04-08,2,පරව් (ලොකු),Trevally (L),1120.0
2024-04-08,3,ගල්මාළු (ලොකු),Rock fish (L),1100.0
2024-04-08,4,ගල්මාළු (පොඩි),Rock fish (S),812.5
2024-04-08,5,තලපත්,Sail fish,1583.33
2024-04-08,6,බලයා,Skipjack tuna,633.33
2024-04-08,7,කෙළවල්ලා,Yellowfin tuna,1220.0
2024-04-08,8,සාලයා (මට්ට),Sardinella,414.29
2024-04-08,9,මෝරා,Sharks,960.0
2024-04-08,10,හුරුල්ලා,Herrings,595.83
2024-04-08,11,කුම්බලා,Indian Mackerel,820.0
2024-04-08,12,කාරල්ලා,Pony fish,260.0
2024-04-08,13,කටුවල්ලා,Katuwalla,475.0
2024-04-08,14,හාල්මැස්සා,Anchovy,400.0
2024-04-08,15,ඉස්සා (M),"Prawns (M) 3""",1642.86
2024-04-08,16,කොප්පරා,Marlins,1710.0
2024-04-08,17,අලගොඩුවා,Frigate tuna(L),630.0
2024-04-08,18,ඇටවල්ලා,Kawakawa,760.0
2024-04-08,19,ඇටිස්සා,Red Bream(L),1270.0
2024-04-08,20,බෝල්ලා,Big eye scade,725.0
2024-04-08,21,ගින්නටි පරව්,Ginnati Paraw,1000.0
2024-04-08,22,හබරලි,Needle fish,840.0
2024-04-08,23,හැඩැල්ලා,Indian Anchovies,1200.0
2024-04-08,24,ජීලාවා,Barracuda(L),1160.0
2024-04-08,25,ලින්නා,Indian Scad(L),715.0
2024-04-08,26,ලින්නා,Indian Scad(S),610.0
2024-04-08,27,ලේන පරව්,Rainbow Runner,600.0
2024-04-08,28,සුද්දා,Threadfin  Bream,800.0
2024-04-08,30,දැල්ලා,Squids /Cuttle fish,1583.33
2024-04-08,29,සූඩයා,White Sardinella,280.0
2024-04-15,16,කොප්පරා,Marlins,1707.14
2024-04-15,3,ගල්මාළු (ලොකු),Rock fish (L),1287.5
2024-04-15,30,දැල්ලා,Squids /Cuttle fish,1564.29
2024-04-15,29,සූඩයා,White Sardinella,400.0
2024-04-15,28,සුද්දා,Threadfin  Bream,1079.17
2024-04-15,27,ලේන පරව්,Rainbow Runner,755.0
2024-04-15,26,ලින්නා,Indian Scad(S),625.0
2024-04-15,25,ලින්නා,Indian Scad(L),837.5
2024-04-15,24,ජීලාවා,Barracuda(L),1216.67
2024-04-15,23,හැඩැල්ලා,Indian Anchovies,980.0
2024-04-15,22,හබරලි,Needle fish,1012.5
2024-04-15,21,ගින්නටි පරව්,Ginnati Paraw,1400.0
2024-04-15,20,බෝල්ලා,Big eye scade,925.0
2024-04-15,19,ඇටිස්සා,Red Bream(L),1400.0
2024-04-15,2,පරව් (ලොකු),Trevally (L),1100.0
2024-04-15,18,ඇටවල්ලා,Kawakawa,1033.33
2024-04-15,15,ඉස්සා (M),"Prawns (M) 3""",1735.71
2024-04-15,14,හාල්මැස්සා,Anchovy,450.0
2024-04-15,13,කටුවල්ලා,Katuwalla,487.5
2024-04-15,12,කාරල්ලා,Pony fish,250.0
2024-04-15,11,කුම්බලා,Indian Mackerel,892.86
2024-04-15,10,හුරුල්ලා,Herrings,710.71
2024-04-15,9,මෝරා,Sharks,925.0
2024-04-15,8,සාලයා (මට්ට),Sardinella,485.0
2024-04-15,7,කෙළවල්ලා,Yellowfin tuna,1258.33
2024-04-15,6,බලයා,Skipjack tuna,779.17
2024-04-15,5,තලපත්,Sail fish,1533.33
2024-04-15,4,ගල්මාළු (පොඩි),Rock fish (S),900.0
2024-04-15,17,අලගොඩුවා,Frigate tuna(L),766.67
2024-04-15,32,තිලාපියා,Tilapia (M),450.0
2024-04-15,31,කකුළුවා(L),Sea Crabs(L),2100.0
2024-04-22,32,තිලාපියා,Tilapia (M),500.0
2024-04-22,31,කකුළුවා(L),Sea Crabs(L),2083.33
