date,fish_id,sinhala_name,common_name,price
2021-08-15,5,තලපත්,Sail fish,978.57
2021-08-15,20,බෝල්ලා,Big eye scade,415.0
2021-08-15,9,මෝරා,Sharks,676.67
2021-08-15,15,ඉස්සා (M),"Prawns (M) 3""",778.57
2021-08-15,16,කොප්පරා,Marlins,1145.83
2021-08-15,18,ඇටවල්ලා,Atawalla,475.0
2021-08-15,3,ගල්මාළු (ලොකු),Rock fish (L),600.0
2021-08-15,30,දැල්ලා,Squids /Cuttle fish,980.0
2021-08-15,6,බලයා,Skipjack tuna,387.14
2021-08-15,4,ගල්මාළු (පොඩි),Rock fish (S),575.0
2021-08-15,24,ජීලාවා,Barracuda(L),725.0
2021-08-15,22,හබරලි,Needle fish,558.33
2021-08-15,7,කෙළවල්ලා,Yellowfin tuna,581.25
2021-08-15,17,අලගොඩුවා,Frigate tuna(L),425.0
2021-08-15,10,හුරුල්ලා,Herrings,423.33
2021-08-15,19,ඇටිස්සා,Red Bream(L),783.33
2021-08-15,14,හාල්මැස්සා,Anchovy,350.0
2021-08-15,12,කාරල්ලා,Pony fish,200.0
2021-08-15,29,සූඩයා,White Sardinella,167.5
2021-08-15,31,කකුළුවා(L),Sea Crabs(L),950.0
2021-08-15,23,හැඩැල්ලා,Indian Anchovies,866.67
2021-08-15,32,තිලාපියා,Tilapia (M),430.0
2021-08-15,21,ගින්නටි පරව්,Ginnati Paraw,712.5
2021-08-15,28,සුද්දා,Threadfin  Bream,542.86
2021-08-15,11,කුම්බලා,Indian Mackerel,427.86
2021-08-15,27,ලේන පරව්,Rainbow Runner,452.0
2021-08-15,26,ලින්නා,Indian Scad(S),353.33
2021-08-22,10,හුරුල්ලා,Herrings,388.29
2021-08-22,13,කටුවල්ලා,Katuwalla,350.0
2021-08-22,5,තලපත්,Sail fish,1020.0
2021-08-22,27,ලේන පරව්,Rainbow Runner,372.5
2021-08-22,25,ලින්නා,Indian Scad(L),382.86
2021-08-22,17,අලගොඩුවා,Frigate tuna(L),355.0
2021-08-22,26,ලින්නා,Indian Scad(S),326.25
2021-08-22,3,ගල්මාළු (ලොකු),Rock fish (L),662.0
2021-08-22,12,කාරල්ලා,Pony fish,156.25
2021-08-22,22,හබරලි,Needle fish,567.86
2021-08-22,30,දැල්ලා,Squids /Cuttle fish,1008.33
2021-08-22,19,ඇටිස්සා,Red Bream(L),698.0
2021-08-22,16,කොප්පරා,Marlins,1210.0
2021-08-22,28,සුද්දා,Threadfin  Bream,395.0
2021-08-22,11,කුම්බලා,Indian Mackerel,435.71
2021-08-22,21,ගින්නටි පරව්,Ginnati Paraw,633.33
2021-08-22,9,මෝරා,Sharks,616.67
2021-08-22,14,හාල්මැස්සා,Anchovy,275.0
2021-08-22,8,සාලයා (මට්ට),Sardinella,185.0
2021-08-22,7,කෙළවල්ලා,Yellowfin tuna,585.26
2021-08-22,23,හැඩැල්ලා,Indian Anchovies,837.5
2021-08-22,6,බලයා,Skipjack tuna,413.33
2021-08-22,18,ඇටවල්ලා,Atawalla,406.0
2021-08-22,20,බෝල්ලා,Big eye scade,346.0
2021-08-22,15,ඉස්සා (M),"Prawns (M) 3""",785.71
2021-08-22,4,ගල්මාළු (පොඩි),Rock fish (S),450.0
2021-08-22,2,පරව් (ලොකු),Trevally (L),639.29
2021-08-22,32,තිලාපියා,Tilapia (M),450.0
2021-08-22,31,කකුළුවා(L),Sea Crabs(L),725.0
2021-08-22,24,ජීලාවා,Barracuda(L),637.5
2021-08-22,29,සූඩයා,White Sardinella,115.0
2021-09-01,24,ජීලාවා,Barracuda(L),712.5
2021-09-01,30,දැල්ලා,Squids /Cuttle fish,910.0
2021-09-01,28,සුද්දා,Threadfin  Bream,445.83
2021-09-01,16,කොප්පරා,Marlins,1175.0
2021-09-01,3,ගල්මාළු (ලොකු),Rock fish (L),710.0
2021-09-01,18,ඇටවල්ලා,Atawalla,430.0
2021-09-01,22,හබරලි,Needle fish,503.33
2021-09-01,31,කකුළුවා(L),Sea Crabs(L),1150.0
2021-09-01,27,ලේන පරව්,Rainbow Runner,385.83
2021-09-01,11,කුම්බලා,Indian Mackerel,400.0
2021-09-01,6,බලයා,Skipjack tuna,388.33
2021-09-01,32,තිලාපියා,Tilapia (M),400.0
2021-09-01,10,හුරුල්ලා,Herrings,360.0
2021-09-01,7,කෙළවල්ලා,Yellowfin tuna,540.0
2021-09-01,19,ඇටිස්සා,Red Bream(L),708.33
2021-09-01,26,ලින්නා,Indian Scad(S),274.17
2021-09-01,15,ඉස්සා (M),"Prawns (M) 3""",841.67
2021-09-01,4,ගල්මාළු (පොඩි),Rock fish (S),550.0
2021-09-01,21,ගින්නටි පරව්,Ginnati Paraw,650.0
2021-09-01,5,තලපත්,Sail fish,1035.0
2021-09-01,14,හාල්මැස්සා,Anchovy,318.33
2021-09-01,20,බෝල්ලා,Big eye scade,327.5
2021-09-01,2,පරව් (ලොකු),Trevally (L),665.0
2021-09-01,13,කටුවල්ලා,Katuwalla,285.0
2021-09-01,17,අලගොඩුවා,Frigate tuna(L),307.5
2021-09-01,8,සාලයා (මට්ට),Sardinella,225.83
2021-09-01,9,මෝරා,Sharks,625.0
2021-09-01,29,සූඩයා,White Sardinella,160.0
2021-09-01,25,ලින්නා,Indian Scad(L),340.83
2021-09-01,12,කාරල්ලා,Pony fish,176.0
2021-09-01,23,හැඩැල්ලා,Indian Anchovies,837.5
2021-09-08,24,ජීලාවා,Barracuda(L),781.25
2021-09-08,23,හැඩැල්ලා,Indian Anchovies,790.0
2021-09-08,12,කාරල්ලා,Pony fish,188.33
2021-09-08,18,ඇටවල්ලා,Atawalla,430.0
2021-09-08,31,කකුළුවා(L),Sea Crabs(L),1466.67
2021-09-08,4,ගල්මාළු (පොඩි),Rock fish (S),600.0
2021-09-08,3,ගල්මාළු (ලොකු),Rock fish (L),787.5
2021-09-08,25,ලින්නා,Indian Scad(L),428.33
2021-09-08,7,කෙළවල්ලා,Yellowfin tuna,680.0
2021-09-08,5,තලපත්,Sail fish,1044.0
2021-09-08,11,කුම්බලා,Indian Mackerel,492.786
2021-09-08,21,ගින්නටි පරව්,Ginnati Paraw,653.0
2021-09-08,28,සුද්දා,Threadfin  Bream,416.67
2021-09-08,15,ඉස්සා (M),"Prawns (M) 3""",950.0
2021-09-08,27,ලේන පරව්,Rainbow Runner,421.67
2021-09-08,32,තිලාපියා,Tilapia (M),366.67
2021-09-08,17,අලගොඩුවා,Frigate tuna(L),337.5
2021-09-08,13,කටුවල්ලා,Katuwalla,266.67
2021-09-08,16,කොප්පරා,Marlins,1195.0
2021-09-08,6,බලයා,Skipjack tuna,409.29
2021-09-08,9,මෝරා,Sharks,625.0
2021-09-08,20,බෝල්ලා,Big eye scade,392.86
2021-09-08,2,පරව් (ලොකු),Trevally (L),704.17
2021-09-08,10,හුරුල්ලා,Herrings,403.57
2021-09-08,30,දැල්ලා,Squids /Cuttle fish,1000.0
2021-09-08,19,ඇටිස්සා,Red Bream(L),787.5
2021-09-08,14,හාල්මැස්සා,Anchovy,412.5
2021-09-08,29,සූඩයා,White Sardinella,112.0
2021-09-08,22,හබරලි,Needle fish,607.14
2021-09-08,8,සාලයා (මට්ට),Sardinella,201.43
2021-09-08,26,ලින්නා,Indian Scad(S),400.0
2021-09-15,24,ජීලාවා,Barracuda(L),650.0
2021-09-15,8,සාලයා (මට්ට),Sardinella,139.29
2021-09-15,18,ඇටවල්ලා,Atawalla,410.0
2021-09-15,11,කුම්බලා,Indian Mackerel,416.43
2021-09-15,10,හුරුල්ලා,Herrings,405.0
2021-09-15,19,ඇටිස්සා,Red Bream(L),687.5
2021-09-15,5,තලපත්,Sail fish,900.0
2021-09-15,25,ලින්නා,Indian Scad(L),405.0
2021-09-15,9,මෝරා,Sharks,650.0
2021-09-15,12,කාරල්ලා,Pony fish,165.0
2021-09-15,4,ගල්මාළු (පොඩි),Rock fish (S),600.0
2021-09-15,30,දැල්ලා,Squids /Cuttle fish,925.0
2021-09-15,17,අලගොඩුවා,Frigate tuna(L),333.33
2021-09-15,28,සුද්දා,Threadfin  Bream,450.0
2021-09-15,16,කොප්පරා,Marlins,1200.0
2021-09-15,7,කෙළවල්ලා,Yellowfin tuna,750.0
2021-09-15,15,ඉස්සා (M),"Prawns (M) 3""",954.17
2021-09-15,27,ලේන පරව්,Rainbow Runner,443.33
2021-09-15,6,බලයා,Skipjack tuna,360.71
2021-09-15,22,හබරලි,Needle fish,587.5
2021-09-15,3,ගල්මාළු (ලොකු),Rock fish (L),750.0
2021-09-15,20,බෝල්ලා,Big eye scade,361.67
2021-09-15,23,හැඩැල්ලා,Indian Anchovies,866.67
2021-09-15,2,පරව් (ලොකු),Trevally (L),550.0
2021-09-15,26,ලින්නා,Indian Scad(S),377.5
2021-09-15,29,සූඩයා,White Sardinella,98.0
2021-09-15,32,තිලාපියා,Tilapia (M),465.0
2021-09-15,21,ගින්නටි පරව්,Ginnati Paraw,507.14
2021-09-22,12,කාරල්ලා,Pony fish,240.0
2021-09-22,15,ඉස්සා (M),"Prawns (M) 3""",991.67
2021-09-22,8,සාලයා (මට්ට),Sardinella,167.0
2021-09-22,13,කටුවල්ලා,Katuwalla,175.0
2021-09-22,3,ගල්මාළු (ලොකු),Rock fish (L),633.33
2021-09-22,32,තිලාපියා,Tilapia (M),437.5
2021-09-22,18,ඇටවල්ලා,Atawalla,411.67
2021-09-22,20,බෝල්ලා,Big eye scade,411.67
2021-09-22,11,කුම්බලා,Indian Mackerel,442.5
2021-09-22,29,සූඩයා,White Sardinella,111.67
2021-09-22,4,ගල්මාළු (පොඩි),Rock fish (S),600.0
2021-09-22,2,පරව් (ලොකු),Trevally (L),700.0
2021-09-22,24,ජීලාවා,Barracuda(L),540.0
2021-09-22,16,කොප්පරා,Marlins,1250.0
2021-09-22,5,තලපත්,Sail fish,1100.0
2021-09-22,26,ලින්නා,Indian Scad(S),335.0
2021-09-22,30,දැල්ලා,Squids /Cuttle fish,956.25
2021-09-22,7,කෙළවල්ලා,Yellowfin tuna,762.5
2021-09-22,9,මෝරා,Sharks,673.0
2021-09-22,31,කකුළුවා(L),Sea Crabs(L),1012.5
2021-09-22,21,ගින්නටි පරව්,Ginnati Paraw,516.67
2021-09-22,17,අලගොඩුවා,Frigate tuna(L),375.0
2021-09-22,6,බලයා,Skipjack tuna,375.0
2021-09-22,10,හුරුල්ලා,Herrings,480.0
2021-09-22,23,හැඩැල්ලා,Indian Anchovies,850.0
2021-09-22,19,ඇටිස්සා,Red Bream(L),687.5
2021-09-22,28,සුද්දා,Threadfin  Bream,496.67
2021-09-22,27,ලේන පරව්,Rainbow Runner,387.17
2021-09-22,22,හබරලි,Needle fish,579.17
2021-09-22,14,හාල්මැස්සා,Anchovy,400.0
2021-09-22,25,ලින්නා,Indian Scad(L),400.83
2021-10-01,6,බලයා,Skipjack tuna,358.57
2021-10-01,11,කුම්බලා,Indian Mackerel,451.43
2021-10-01,10,හුරුල්ලා,Herrings,400.0
2021-10-01,27,ලේන පරව්,Rainbow Runner,482.5
2021-10-01,24,ජීලාවා,Barracuda(L),750.0
2021-10-01,28,සුද්දා,Threadfin  Bream,457.14
2021-10-01,13,කටුවල්ලා,Katuwalla,216.67
2021-10-01,8,සාලයා (මට්ට),Sardinella,148.33
2021-10-01,29,සූඩයා,White Sardinella,183.0
2021-10-01,7,කෙළවල්ලා,Yellowfin tuna,705.0
2021-10-01,21,ගින්නටි පරව්,Ginnati Paraw,538.33
2021-10-01,2,පරව් (ලොකු),Trevally (L),716.67
2021-10-01,12,කාරල්ලා,Pony fish,164.0
2021-10-01,17,අලගොඩුවා,Frigate tuna(L),438.33
2021-10-01,9,මෝරා,Sharks,587.5
2021-10-01,19,ඇටිස්සා,Red Bream(L),762.5
2021-10-01,15,ඉස්සා (M),"Prawns (M) 3""",950.0
2021-10-01,5,තලපත්,Sail fish,1158.33
2021-10-01,14,හාල්මැස්සා,Anchovy,380.0
2021-10-01,22,හබරලි,Needle fish,620.0
2021-10-01,18,ඇටවල්ලා,Atawalla,425.0
2021-10-01,20,බෝල්ලා,Big eye scade,391.67
2021-10-01,23,හැඩැල්ලා,Indian Anchovies,850.0
2021-10-01,25,ලින්නා,Indian Scad(L),403.57
2021-10-01,4,ගල්මාළු (පොඩි),Rock fish (S),556.0
2021-10-01,3,ගල්මාළු (ලොකු),Rock fish (L),630.0
2021-10-01,16,කොප්පරා,Marlins,1290.0
2021-10-01,30,දැල්ලා,Squids /Cuttle fish,962.5
2021-10-08,4,ගල්මාළු (පොඩි),Rock fish (S),700.0
2021-10-08,7,කෙළවල්ලා,Yellowfin tuna,700.0
2021-10-08,30,දැල්ලා,Squids /Cuttle fish,1000.0
2021-10-08,5,තලපත්,Sail fish,1135.71
2021-10-08,3,ගල්මාළු (ලොකු),Rock fish (L),700.0
2021-10-08,24,ජීලාවා,Barracuda(L),637.5
2021-10-08,23,හැඩැල්ලා,Indian Anchovies,700.0
2021-10-08,2,පරව් (ලොකු),Trevally (L),656.25
2021-10-08,21,ගින්නටි පරව්,Ginnati Paraw,490.0
2021-10-08,15,ඉස්සා (M),"Prawns (M) 3""",941.67
2021-10-08,9,මෝරා,Sharks,618.75
2021-10-08,22,හබරලි,Needle fish,546.67
2021-10-08,28,සුද්දා,Threadfin  Bream,481.43
2021-10-08,29,සූඩයා,White Sardinella,93.33
2021-10-08,26,ලින්නා,Indian Scad(S),343.33
2021-10-08,25,ලින්නා,Indian Scad(L),387.83
2021-10-08,11,කුම්බලා,Indian Mackerel,343.57
2021-10-08,14,හාල්මැස්සා,Anchovy,270.0
2021-10-08,32,තිලාපියා,Tilapia (M),416.67
2021-10-08,27,ලේන පරව්,Rainbow Runner,418.0
2021-10-08,13,කටුවල්ලා,Katuwalla,150.0
2021-10-08,12,කාරල්ලා,Pony fish,150.0
2021-10-08,20,බෝල්ලා,Big eye scade,295.0
2021-10-08,17,අලගොඩුවා,Frigate tuna(L),310.0
2021-10-08,10,හුරුල්ලා,Herrings,310.0
2021-10-08,18,ඇටවල්ලා,Atawalla,375.0
2021-10-08,19,ඇටිස්සා,Red Bream(L),771.67
2021-10-08,16,කොප්පරා,Marlins,1271.43
2021-10-08,31,කකුළුවා(L),Sea Crabs(L),1200.0
2021-10-08,6,බලයා,Skipjack tuna,357.14
2021-10-08,8,සාලයා (මට්ට),Sardinella,126.0
2021-10-15,14,හාල්මැස්සා,Anchovy,325.0
2021-10-15,16,කොප්පරා,Marlins,1354.17
2021-10-15,30,දැල්ලා,Squids /Cuttle fish,965.0
2021-10-15,4,ගල්මාළු (පොඩි),Rock fish (S),587.5
2021-10-15,17,අලගොඩුවා,Frigate tuna(L),340.0
2021-10-15,28,සුද්දා,Threadfin  Bream,495.0
2021-10-15,15,ඉස්සා (M),"Prawns (M) 3""",946.43
2021-10-15,20,බෝල්ලා,Big eye scade,338.57
2021-10-15,2,පරව් (ලොකු),Trevally (L),733.33
2021-10-15,10,හුරුල්ලා,Herrings,351.43
2021-10-15,21,ගින්නටි පරව්,Ginnati Paraw,525.0
2021-10-15,3,ගල්මාළු (ලොකු),Rock fish (L),662.5
2021-10-15,9,මෝරා,Sharks,676.67
2021-10-15,6,බලයා,Skipjack tuna,375.71
2021-10-15,12,කාරල්ලා,Pony fish,271.67
2021-10-15,22,හබරලි,Needle fish,589.29
2021-10-15,31,කකුළුවා(L),Sea Crabs(L),1100.0
2021-10-15,5,තලපත්,Sail fish,1129.17
2021-10-15,26,ලින්නා,Indian Scad(S),379.17
2021-10-15,23,හැඩැල්ලා,Indian Anchovies,900.0
2021-10-15,32,තිලාපියා,Tilapia (M),425.0
2021-10-15,7,කෙළවල්ලා,Yellowfin tuna,800.0
2021-10-15,18,ඇටවල්ලා,Atawalla,420.0
2021-10-15,24,ජීලාවා,Barracuda(L),591.67
2021-10-15,29,සූඩයා,White Sardinella,127.5
2021-10-15,8,සාලයා (මට්ට),Sardinella,160.71
2021-10-15,25,ලින්නා,Indian Scad(L),445.0
2021-10-15,27,ලේන පරව්,Rainbow Runner,458.0
2021-10-15,11,කුම්බලා,Indian Mackerel,436.43
2021-10-15,19,ඇටිස්සා,Red Bream(L),725.0
2021-10-22,10,හුරුල්ලා,Herrings,432.5
2021-10-22,30,දැල්ලා,Squids /Cuttle fish,1085.0
2021-10-22,3,ගල්මාළු (ලොකු),Rock fish (L),768.75
2021-10-22,22,හබරලි,Needle fish,600.0
2021-10-22,6,බලයා,Skipjack tuna,462.5
2021-10-22,29,සූඩයා,White Sardinella,130.0
2021-10-22,14,හාල්මැස්සා,Anchovy,326.67
2021-10-22,31,කකුළුවා(L),Sea Crabs(L),1266.67
2021-10-22,26,ලින්නා,Indian Scad(S),363.75
2021-10-22,11,කුම්බලා,Indian Mackerel,429.17
2021-10-22,25,ලින්නා,Indian Scad(L),465.83
2021-10-22,2,පරව් (ලොකු),Trevally (L),771.67
2021-10-22,12,කාරල්ලා,Pony fish,196.67
2021-10-22,23,හැඩැල්ලා,Indian Anchovies,1000.0
2021-10-22,20,බෝල්ලා,Big eye scade,380.0
2021-10-22,21,ගින්නටි පරව්,Ginnati Paraw,483.33
2021-10-22,8,සාලයා (මට්ට),Sardinella,186.0
2021-10-22,19,ඇටිස්සා,Red Bream(L),781.25
2021-10-22,27,ලේන පරව්,Rainbow Runner,489.17
2021-10-22,18,ඇටවල්ලා,Atawalla,450.0
2021-10-22,32,තිලාපියා,Tilapia (M),450.0
2021-10-22,24,ජීලාවා,Barracuda(L),712.5
2021-10-22,28,සුද්දා,Threadfin  Bream,445.0
2021-10-22,7,කෙළවල්ලා,Yellowfin tuna,775.0
2021-10-22,15,ඉස්සා (M),"Prawns (M) 3""",945.83
2021-10-22,5,තලපත්,Sail fish,1168.75
2021-10-22,16,කොප්පරා,Marlins,1325.0
2021-10-22,9,මෝරා,Sharks,681.25
2021-10-22,17,අලගොඩුවා,Frigate tuna(L),406.67
2021-10-22,13,කටුවල්ලා,Katuwalla,250.0
2021-10-22,4,ගල්මාළු (පොඩි),Rock fish (S),525.0
2021-11-01,29,සූඩයා,White Sardinella,128.57
2021-11-01,16,කොප්පරා,Marlins,1400.0
2021-11-01,22,හබරලි,Needle fish,567.5
2021-11-01,14,හාල්මැස්සා,Anchovy,316.0
2021-11-01,23,හැඩැල්ලා,Indian Anchovies,1000.0
2021-11-01,13,කටුවල්ලා,Katuwalla,290.0
2021-11-01,4,ගල්මාළු (පොඩි),Rock fish (S),650.0
2021-11-01,2,පරව් (ලොකු),Trevally (L),812.5
2021-11-01,15,ඉස්සා (M),"Prawns (M) 3""",985.71
2021-11-01,30,දැල්ලා,Squids /Cuttle fish,1020.0
2021-11-01,8,සාලයා (මට්ට),Sardinella,207.5
2021-11-01,31,කකුළුවා(L),Sea Crabs(L),1416.67
2021-11-01,12,කාරල්ලා,Pony fish,165.0
2021-11-01,3,ගල්මාළු (ලොකු),Rock fish (L),766.67
2021-11-01,19,ඇටිස්සා,Red Bream(L),780.0
2021-11-01,18,ඇටවල්ලා,Atawalla,446.0
2021-11-01,25,ලින්නා,Indian Scad(L),430.71
2021-11-01,32,තිලාපියා,Tilapia (M),465.0
2021-11-01,26,ලින්නා,Indian Scad(S),382.0
2021-11-01,11,කුම්බලා,Indian Mackerel,375.71
2021-11-01,27,ලේන පරව්,Rainbow Runner,503.33
2021-11-01,24,ජීලාවා,Barracuda(L),733.33
2021-11-01,9,මෝරා,Sharks,715.0
2021-11-01,7,කෙළවල්ලා,Yellowfin tuna,889.17
2021-11-01,17,අලගොඩුවා,Frigate tuna(L),383.33
2021-11-01,5,තලපත්,Sail fish,1187.5
2021-11-01,10,හුරුල්ලා,Herrings,385.83
2021-11-01,21,ගින්නටි පරව්,Ginnati Paraw,490.0
2021-11-01,28,සුද්දා,Threadfin  Bream,445.83
2021-11-01,6,බලයා,Skipjack tuna,456.67
2021-11-01,20,බෝල්ලා,Big eye scade,375.0
2022-02-15,10,හුරුල්ලා,Herrings,480.83
2022-02-15,22,හබරලි,Needle fish,571.0
2022-02-15,12,කාරල්ලා,Pony fish,160.0
2022-02-15,7,කෙළවල්ලා,Yellowfin tuna,750.0
2022-02-15,27,ලේන පරව්,Rainbow Runner,405.0
2022-02-15,13,කටුවල්ලා,Katuwalla,400.0
2022-02-15,32,තිලාපියා,Tilapia (M),250.0
2022-02-15,8,සාලයා (මට්ට),Sardinella,230.0
2022-02-15,4,ගල්මාළු (පොඩි),Rock fish (S),400.0
2022-02-15,17,අලගොඩුවා,Frigate tuna(L),381.25
2022-02-15,11,කුම්බලා,Indian Mackerel,503.53
2022-02-15,3,ගල්මාළු (ලොකු),Rock fish (L),700.0
2022-02-15,20,බෝල්ලා,Big eye scade,475.71
2022-02-15,15,ඉස්සා (M),"Prawns (M) 3""",957.14
2022-02-15,5,තලපත්,Sail fish,1091.64
2022-02-15,31,කකුළුවා(L),Sea Crabs(L),1100.0
2022-02-15,6,බලයා,Skipjack tuna,445.0
2022-02-15,26,ලින්නා,Indian Scad(S),364.29
2022-02-15,25,ලින්නා,Indian Scad(L),457.0
2022-02-15,16,කොප්පරා,Marlins,1135.0
2022-02-15,23,හැඩැල්ලා,Indian Anchovies,937.5
2022-02-15,29,සූඩයා,White Sardinella,147.5
2022-02-15,21,ගින්නටි පරව්,Ginnati Paraw,550.0
2022-02-15,30,දැල්ලා,Squids /Cuttle fish,1075.0
2022-02-15,2,පරව් (ලොකු),Trevally (L),770.83
2022-02-15,14,හාල්මැස්සා,Anchovy,275.0
2022-02-15,19,ඇටිස්සා,Red Bream(L),650.0
2022-02-15,18,ඇටවල්ලා,Atawalla,600.0
2022-02-22,4,ගල්මාළු (පොඩි),Rock fish (S),600.0
2022-02-22,11,කුම්බලා,Indian Mackerel,620.0
2022-02-22,21,ගින්නටි පරව්,Ginnati Paraw,700.0
2022-02-22,29,සූඩයා,White Sardinella,186.67
2022-02-22,12,කාරල්ලා,Pony fish,195.0
2022-02-22,3,ගල්මාළු (ලොකු),Rock fish (L),925.0
2022-02-22,15,ඉස්සා (M),"Prawns (M) 3""",1032.5
2022-02-22,30,දැල්ලා,Squids /Cuttle fish,1212.5
2022-02-22,32,තිලාපියා,Tilapia (M),350.0
2022-02-22,26,ලින්නා,Indian Scad(S),390.0
2022-02-22,16,කොප්පරා,Marlins,1300.0
2022-02-22,5,තලපත්,Sail fish,1116.67
2022-02-22,25,ලින්නා,Indian Scad(L),543.0
2022-02-22,23,හැඩැල්ලා,Indian Anchovies,975.0
2022-02-22,17,අලගොඩුවා,Frigate tuna(L),516.67
2022-02-22,18,ඇටවල්ලා,Atawalla,660.0
2022-02-22,22,හබරලි,Needle fish,675.0
2022-02-22,28,සුද්දා,Threadfin  Bream,747.5
2022-02-22,13,කටුවල්ලා,Katuwalla,391.67
2022-02-22,2,පරව් (ලොකු),Trevally (L),983.33
2022-02-22,14,හාල්මැස්සා,Anchovy,275.0
2022-02-22,31,කකුළුවා(L),Sea Crabs(L),1150.0
2022-02-22,6,බලයා,Skipjack tuna,575.0
2022-02-22,19,ඇටිස්සා,Red Bream(L),900.0
2022-02-22,20,බෝල්ලා,Big eye scade,586.0
2022-02-22,24,ජීලාවා,Barracuda(L),862.5
2022-02-22,10,හුරුල්ලා,Herrings,575.0
2022-02-22,27,ලේන පරව්,Rainbow Runner,500.0
2022-02-22,8,සාලයා (මට්ට),Sardinella,271.67
2022-02-22,7,කෙළවල්ලා,Yellowfin tuna,987.5
2022-03-01,24,ජීලාවා,Barracuda(L),900.0
2022-03-01,28,සුද්දා,Threadfin  Bream,712.5
2022-03-01,6,බලයා,Skipjack tuna,618.33
2022-03-01,21,ගින්නටි පරව්,Ginnati Paraw,633.33
2022-03-01,9,මෝරා,Sharks,800.0
2022-03-01,3,ගල්මාළු (ලොකු),Rock fish (L),873.33
2022-03-01,4,ගල්මාළු (පොඩි),Rock fish (S),675.0
2022-03-01,11,කුම්බලා,Indian Mackerel,626.0
2022-03-01,22,හබරලි,Needle fish,625.0
2022-03-01,18,ඇටවල්ලා,Atawalla,650.0
2022-03-01,23,හැඩැල්ලා,Indian Anchovies,925.0
2022-03-01,2,පරව් (ලොකු),Trevally (L),833.33
2022-03-01,19,ඇටිස්සා,Red Bream(L),797.5
2022-03-01,20,බෝල්ලා,Big eye scade,580.0
2022-03-01,13,කටුවල්ලා,Katuwalla,356.0
2022-03-01,32,තිලාපියා,Tilapia (M),350.0
2022-03-01,25,ලින්නා,Indian Scad(L),490.0
2022-03-01,16,කොප්පරා,Marlins,1483.33
2022-03-01,14,හාල්මැස්සා,Anchovy,330.0
2022-03-01,17,අලගොඩුවා,Frigate tuna(L),562.5
2022-03-01,27,ලේන පරව්,Rainbow Runner,500.0
2022-03-01,31,කකුළුවා(L),Sea Crabs(L),1500.0
2022-03-01,8,සාලයා (මට්ට),Sardinella,256.0
2022-03-01,7,කෙළවල්ලා,Yellowfin tuna,1100.0
2022-03-01,5,තලපත්,Sail fish,1216.67
2022-03-01,26,ලින්නා,Indian Scad(S),366.0
2022-03-01,30,දැල්ලා,Squids /Cuttle fish,1212.5
2022-03-01,29,සූඩයා,White Sardinella,151.43
2022-03-01,10,හුරුල්ලා,Herrings,606.43
2022-03-01,12,කාරල්ලා,Pony fish,200.0
2022-03-01,15,ඉස්සා (M),"Prawns (M) 3""",1100.0
2022-03-08,30,දැල්ලා,Squids /Cuttle fish,1237.5
2022-03-08,23,හැඩැල්ලා,Indian Anchovies,1200.0
2022-03-08,10,හුරුල්ලා,Herrings,670.83
2022-03-08,13,කටුවල්ලා,Katuwalla,480.0
2022-03-08,9,මෝරා,Sharks,900.0
2022-03-08,4,ගල්මාළු (පොඩි),Rock fish (S),737.5
