fish_id,left_image,right_image,binary_label,species_label,grade_label,sample_type,is_real_pair
flyingfish_016_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_016_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_016_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_017_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_017_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_017_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_019_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_019_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_019_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_020_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_020_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_020_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_023_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_023_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_023_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_024_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_024_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_024_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_025_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_025_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_025_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_026_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_026_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_026_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_027_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_027_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_027_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_028_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_028_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_028_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_029_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_029_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_029_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_030_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_030_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_030_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_031_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_031_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_031_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_032_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_032_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_032_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_033_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_033_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_033_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_034_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_034_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_034_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_036_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_036_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_036_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_037_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_037_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_037_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_039_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_039_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_039_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_040_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_040_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_040_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_041_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_041_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_041_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_042_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_042_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_042_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_043_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_043_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_043_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_044_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_044_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_044_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_045_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_045_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_045_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_046_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_046_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_046_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_047_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_047_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_047_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_048_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_048_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_048_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_052_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_052_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_052_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_054_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_054_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_054_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_056_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_056_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_056_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_057_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_057_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_057_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_061_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_061_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_061_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_062_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_062_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_062_A_R.JPG,fish,flyingfish,A,target_fish,1
flyingfish_063_A,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_063_A_L.JPG,D:\Hirusha\fish_data\train\flyingfish\grade _A\flyingfish_063_A_R.JPG,fish,flyingfish,A,target_fish,1
graymullet_001_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_001_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_001_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_002_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_002_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_002_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_003_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_003_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_003_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_004_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_004_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_004_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_005_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_005_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_005_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_006_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_006_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_006_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_007_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_007_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_007_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_010_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_010_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_010_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_012_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_012_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_012_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_013_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_013_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_013_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_014_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_014_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_014_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_015_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_015_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_015_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_016_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_016_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_016_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_018_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_018_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_018_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_019_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_019_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_019_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_021_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_021_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_021_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_022_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_022_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_022_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_023_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_023_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_023_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_027_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_027_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_027_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_030_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_030_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_030_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_031_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_031_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_031_A_R.JPG,fish,graymullet,A,target_fish,1
graymullet_032_A,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_032_A_L.JPG,D:\Hirusha\fish_data\train\graymullet\grade_A\graymullet_032_A_R.JPG,fish,graymullet,A,target_fish,1
makerel_001_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_001_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_001_B_R.JPG,fish,makerel,B,target_fish,1
makerel_003_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_003_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_003_B_R.JPG,fish,makerel,B,target_fish,1
makerel_005_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_005_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_005_B_R.JPG,fish,makerel,B,target_fish,1
makerel_007_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_007_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_007_B_R.JPG,fish,makerel,B,target_fish,1
makerel_010_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_010_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_010_B_R.JPG,fish,makerel,B,target_fish,1
makerel_011_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_011_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_011_B_R.JPG,fish,makerel,B,target_fish,1
makerel_012_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_012_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_012_B_R.JPG,fish,makerel,B,target_fish,1
makerel_013_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_013_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_013_B_R.JPG,fish,makerel,B,target_fish,1
makerel_014_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_014_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_014_B_R.JPG,fish,makerel,B,target_fish,1
makerel_015_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_015_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_015_B_R.JPG,fish,makerel,B,target_fish,1
makerel_016_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_016_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_016_B_R.JPG,fish,makerel,B,target_fish,1
makerel_018_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_018_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_018_B_R.JPG,fish,makerel,B,target_fish,1
makerel_019_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_019_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_019_B_R.JPG,fish,makerel,B,target_fish,1
makerel_020_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_020_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_020_B_R.JPG,fish,makerel,B,target_fish,1
makerel_023_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_023_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_023_B_R.JPG,fish,makerel,B,target_fish,1
makerel_025_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_025_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_025_B_R.JPG,fish,makerel,B,target_fish,1
makerel_026_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_026_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_026_B_R.JPG,fish,makerel,B,target_fish,1
makerel_029_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_029_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_029_B_R.JPG,fish,makerel,B,target_fish,1
makerel_031_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_031_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_031_B_R.JPG,fish,makerel,B,target_fish,1
makerel_032_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_032_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_032_B_R.JPG,fish,makerel,B,target_fish,1
makerel_034_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_034_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_034_B_R.jpg,fish,makerel,B,target_fish,1
makerel_036_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_036_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_036_B_R.jpg,fish,makerel,B,target_fish,1
makerel_040_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_040_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_040_B_R.jpg,fish,makerel,B,target_fish,1
makerel_041_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_041_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_041_B_R.jpg,fish,makerel,B,target_fish,1
makerel_042_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_042_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_042_B_R.jpg,fish,makerel,B,target_fish,1
makerel_043_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_043_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_043_B_R.jpg,fish,makerel,B,target_fish,1
makerel_044_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_044_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_044_B_R.jpg,fish,makerel,B,target_fish,1
makerel_045_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_045_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_045_B_R.jpg,fish,makerel,B,target_fish,1
makerel_047_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_047_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_047_B_R.jpg,fish,makerel,B,target_fish,1
makerel_050_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_050_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_050_B_R.jpg,fish,makerel,B,target_fish,1
makerel_052_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_052_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_052_B_R.jpg,fish,makerel,B,target_fish,1
makerel_053_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_053_B_L.jpg,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_053_B_R.jpg,fish,makerel,B,target_fish,1
makerel_055_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_055_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_055_B_R.JPG,fish,makerel,B,target_fish,1
makerel_056_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_056_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_056_B_R.JPG,fish,makerel,B,target_fish,1
makerel_057_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_057_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_057_B_R.JPG,fish,makerel,B,target_fish,1
makerel_058_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_058_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_058_B_R.JPG,fish,makerel,B,target_fish,1
makerel_059_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_059_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_059_B_R.JPG,fish,makerel,B,target_fish,1
makerel_062_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_062_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_062_B_R.JPG,fish,makerel,B,target_fish,1
makerel_063_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_063_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_063_B_R.JPG,fish,makerel,B,target_fish,1
makerel_064_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_064_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_064_B_R.JPG,fish,makerel,B,target_fish,1
makerel_065_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_065_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_065_B_R.JPG,fish,makerel,B,target_fish,1
makerel_066_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_066_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_066_B_R.JPG,fish,makerel,B,target_fish,1
makerel_067_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_067_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_067_B_R.JPG,fish,makerel,B,target_fish,1
makerel_069_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_069_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_069_B_R.JPG,fish,makerel,B,target_fish,1
makerel_070_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_070_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_070_B_R.JPG,fish,makerel,B,target_fish,1
makerel_071_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_071_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_071_B_R.JPG,fish,makerel,B,target_fish,1
makerel_072_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_072_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_072_B_R.JPG,fish,makerel,B,target_fish,1
makerel_073_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_073_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_073_B_R.JPG,fish,makerel,B,target_fish,1
makerel_074_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_074_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_074_B_R.JPG,fish,makerel,B,target_fish,1
makerel_076_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_076_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_076_B_R.JPG,fish,makerel,B,target_fish,1
makerel_077_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_077_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_077_B_R.JPG,fish,makerel,B,target_fish,1
makerel_078_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_078_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_078_B_R.JPG,fish,makerel,B,target_fish,1
makerel_079_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_079_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_079_B_R.JPG,fish,makerel,B,target_fish,1
makerel_080_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_080_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_080_B_R.JPG,fish,makerel,B,target_fish,1
makerel_081_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_081_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_081_B_R.JPG,fish,makerel,B,target_fish,1
makerel_082_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_082_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_082_B_R.JPG,fish,makerel,B,target_fish,1
makerel_083_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_083_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_083_B_R.JPG,fish,makerel,B,target_fish,1
makerel_084_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_084_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_084_B_R.JPG,fish,makerel,B,target_fish,1
makerel_085_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_085_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_085_B_R.JPG,fish,makerel,B,target_fish,1
makerel_086_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_086_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_086_B_R.JPG,fish,makerel,B,target_fish,1
makerel_087_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_087_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_087_B_R.JPG,fish,makerel,B,target_fish,1
makerel_088_B,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_088_B_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_B\makerel_088_B_R.JPG,fish,makerel,B,target_fish,1
